id,item,type,cond,region1_rrt,region2_rrt,region3_rrt,region4_rrt
1,7,Subject,sr,425.0,1443.0,770.0,634.0
1,13,Subject,sr,426.0,902.0,536.0,1201.0
1,20,Object-Topicalized,tor,903.0,1766.0,542.0,1441.0
1,12,Object-Subject-Inversion,orsi,396.0,1200.0,996.0,704.0
1,16,Subject,sr,603.0,2115.0,1439.0,855.0
1,5,Object-Topicalized,tor,600.0,1312.0,671.0,984.0
1,3,Object-Subject-Inversion,orsi,565.0,1195.0,750.0,675.0
1,9,Object-Subject-Inversion,orsi,465.0,1459.0,2245.0,462.0
1,6,Object-Subject-Inversion,orsi,537.0,1817.0,1358.0,459.0
1,10,Subject,sr,495.0,1311.0,1719.0,525.0
1,17,Object-Topicalized,tor,531.0,2749.0,2729.0,675.0
1,4,Subject,sr,1401.0,1135.0,1962.0,521.0
1,2,Object-Topicalized,tor,528.0,1305.0,2098.0,1067.0
1,11,Object-Topicalized,tor,500.0,2048.0,879.0,600.0
1,8,Object-Topicalized,tor,429.0,1502.0,3403.0,576.0
1,18,Object-Subject-Inversion,orsi,530.0,1549.0,1159.0,2355.0
1,15,Object-Subject-Inversion,orsi,463.0,1011.0,742.0,495.0
1,19,Subject,sr,542.0,1694.0,425.0,580.0
1,14,Object-Topicalized,tor,363.0,1938.0,900.0,576.0
1,1,Subject,sr,539.0,1209.0,1088.0,426.0
2,3,Object-Subject-Inversion,orsi,423.0,817.0,403.0,438.0
2,15,Object-Subject-Inversion,orsi,432.0,857.0,1173.0,426.0
2,6,Object-Subject-Inversion,orsi,362.0,935.0,399.0,502.0
2,20,Object-Topicalized,tor,442.0,1028.0,495.0,599.0
2,1,Subject,sr,471.0,1347.0,509.0,566.0
2,12,Object-Subject-Inversion,orsi,397.0,826.0,912.0,495.0
2,17,Object-Topicalized,tor,421.0,892.0,466.0,438.0
2,5,Object-Topicalized,tor,389.0,939.0,1299.0,500.0
2,13,Subject,sr,390.0,863.0,716.0,510.0
2,14,Object-Topicalized,tor,431.0,996.0,472.0,771.0
2,7,Subject,sr,489.0,965.0,560.0,563.0
2,18,Object-Subject-Inversion,orsi,461.0,930.0,1271.0,667.0
2,10,Subject,sr,491.0,892.0,682.0,493.0
2,19,Subject,sr,467.0,920.0,810.0,425.0
2,8,Object-Topicalized,tor,406.0,881.0,425.0,463.0
2,2,Object-Topicalized,tor,424.0,823.0,396.0,502.0
2,9,Object-Subject-Inversion,orsi,391.0,785.0,425.0,389.0
2,16,Subject,sr,425.0,894.0,849.0,504.0
2,11,Object-Topicalized,tor,394.0,833.0,426.0,460.0
2,4,Subject,sr,347.0,793.0,389.0,460.0
3,14,Object-Topicalized,tor,389.0,1130.0,1294.0,389.0
3,7,Subject,sr,327.0,719.0,914.0,385.0
3,5,Object-Topicalized,tor,365.0,954.0,706.0,570.0
3,12,Object-Subject-Inversion,orsi,390.0,899.0,529.0,494.0
3,16,Subject,sr,326.0,712.0,1055.0,5000.0
3,17,Object-Topicalized,tor,435.0,884.0,1020.0,388.0
3,20,Object-Topicalized,tor,319.0,1127.0,670.0,1335.0
3,9,Object-Subject-Inversion,orsi,284.0,1123.0,4032.0,542.0
3,10,Subject,sr,326.0,962.0,885.0,389.0
3,1,Subject,sr,355.0,1339.0,2740.0,292.0
3,8,Object-Topicalized,tor,355.0,1023.0,1915.0,740.0
3,13,Subject,sr,536.0,933.0,956.0,879.0
3,19,Subject,sr,320.0,898.0,670.0,2966.0
3,3,Object-Subject-Inversion,orsi,360.0,1208.0,5699.0,435.0
3,2,Object-Topicalized,tor,401.0,1031.0,949.0,389.0
3,6,Object-Subject-Inversion,orsi,355.0,722.0,922.0,548.0
3,4,Subject,sr,320.0,674.0,670.0,401.0
3,11,Object-Topicalized,tor,392.0,4480.0,283.0,1797.0
3,18,Object-Subject-Inversion,orsi,389.0,915.0,711.0,388.0
3,15,Object-Subject-Inversion,orsi,541.0,965.0,1341.0,1445.0
4,20,Object-Topicalized,tor,465.0,827.0,490.0,542.0
4,1,Subject,sr,459.0,911.0,466.0,632.0
4,10,Subject,sr,472.0,932.0,506.0,599.0
4,16,Subject,sr,460.0,891.0,983.0,679.0
4,7,Subject,sr,426.0,939.0,424.0,456.0
4,6,Object-Subject-Inversion,orsi,402.0,895.0,459.0,469.0
4,15,Object-Subject-Inversion,orsi,455.0,806.0,423.0,495.0
4,2,Object-Topicalized,tor,391.0,788.0,426.0,1469.0
4,3,Object-Subject-Inversion,orsi,390.0,770.0,425.0,419.0
4,8,Object-Topicalized,tor,403.0,784.0,438.0,1260.0
4,18,Object-Subject-Inversion,orsi,384.0,763.0,496.0,1200.0
4,13,Subject,sr,390.0,858.0,408.0,431.0
4,9,Object-Subject-Inversion,orsi,413.0,793.0,388.0,393.0
4,4,Subject,sr,389.0,755.0,429.0,393.0
4,17,Object-Topicalized,tor,396.0,770.0,460.0,425.0
4,11,Object-Topicalized,tor,390.0,756.0,456.0,471.0
4,12,Object-Subject-Inversion,orsi,473.0,1554.0,1161.0,407.0
4,14,Object-Topicalized,tor,432.0,784.0,425.0,403.0
4,19,Subject,sr,362.0,796.0,389.0,535.0
4,5,Object-Topicalized,tor,384.0,812.0,461.0,820.0
5,6,Object-Subject-Inversion,orsi,390.0,1319.0,1684.0,495.0
5,10,Subject,sr,399.0,960.0,634.0,594.0
5,11,Object-Topicalized,tor,505.0,951.0,568.0,1485.0
5,13,Subject,sr,326.0,1084.0,991.0,746.0
5,19,Subject,sr,437.0,1019.0,566.0,2274.0
5,9,Object-Subject-Inversion,orsi,389.0,873.0,1667.0,787.0
5,14,Object-Topicalized,tor,460.0,897.0,653.0,2424.0
5,16,Subject,sr,350.0,954.0,716.0,668.0
5,7,Subject,sr,359.0,1090.0,1299.0,572.0
5,17,Object-Topicalized,tor,460.0,1066.0,2069.0,559.0
5,4,Subject,sr,389.0,934.0,677.0,807.0
5,15,Object-Subject-Inversion,orsi,422.0,824.0,746.0,1018.0
5,20,Object-Topicalized,tor,365.0,1201.0,2210.0,774.0
5,2,Object-Topicalized,tor,471.0,1234.0,775.0,601.0
5,12,Object-Subject-Inversion,orsi,424.0,1342.0,1235.0,782.0
5,8,Object-Topicalized,tor,710.0,1128.0,539.0,495.0
5,5,Object-Topicalized,tor,441.0,1059.0,950.0,546.0
5,3,Object-Subject-Inversion,orsi,390.0,924.0,1440.0,443.0
5,1,Subject,sr,355.0,846.0,644.0,528.0
5,18,Object-Subject-Inversion,orsi,389.0,841.0,701.0,540.0
6,14,Object-Topicalized,tor,406.0,999.0,2354.0,645.0
6,18,Object-Subject-Inversion,orsi,390.0,1734.0,1917.0,1887.0
6,9,Object-Subject-Inversion,orsi,390.0,929.0,2840.0,2034.0
6,13,Subject,sr,390.0,1003.0,1862.0,1092.0
6,6,Object-Subject-Inversion,orsi,344.0,1128.0,1340.0,1509.0
6,12,Object-Subject-Inversion,orsi,390.0,1863.0,831.0,1153.0
6,8,Object-Topicalized,tor,387.0,1065.0,3664.0,3640.0
6,20,Object-Topicalized,tor,391.0,1594.0,4234.0,989.0
6,17,Object-Topicalized,tor,355.0,1210.0,3760.0,572.0
6,5,Object-Topicalized,tor,642.0,2017.0,1539.0,670.0
6,15,Object-Subject-Inversion,orsi,365.0,1603.0,3509.0,2250.0
6,3,Object-Subject-Inversion,orsi,365.0,1230.0,3570.0,1483.0
6,4,Subject,sr,289.0,598.0,1055.0,635.0
6,19,Subject,sr,408.0,1021.0,2490.0,598.0
6,11,Object-Topicalized,tor,330.0,1200.0,3399.0,1579.0
6,1,Subject,sr,320.0,789.0,2170.0,466.0
6,7,Subject,sr,321.0,1119.0,1380.0,674.0
6,16,Subject,sr,360.0,931.0,888.0,607.0
6,10,Subject,sr,338.0,893.0,1575.0,527.0
6,2,Object-Topicalized,tor,531.0,1403.0,786.0,954.0
7,12,Object-Subject-Inversion,orsi,320.0,784.0,372.0,427.0
7,1,Subject,sr,355.0,780.0,314.0,668.0
7,13,Subject,sr,390.0,969.0,1199.0,437.0
7,15,Object-Subject-Inversion,orsi,432.0,1059.0,355.0,743.0
7,3,Object-Subject-Inversion,orsi,495.0,1456.0,1841.0,492.0
7,11,Object-Topicalized,tor,390.0,945.0,431.0,980.0
7,19,Subject,sr,474.0,1585.0,437.0,395.0
7,14,Object-Topicalized,tor,504.0,1656.0,564.0,693.0
7,8,Object-Topicalized,tor,781.0,967.0,355.0,737.0
7,5,Object-Topicalized,tor,292.0,1563.0,3315.0,391.0
7,9,Object-Subject-Inversion,orsi,2204.0,1311.0,501.0,783.0
7,4,Subject,sr,294.0,781.0,286.0,598.0
7,7,Subject,sr,647.0,990.0,1196.0,665.0
7,17,Object-Topicalized,tor,471.0,659.0,548.0,546.0
7,2,Object-Topicalized,tor,1093.0,848.0,1024.0,396.0
7,18,Object-Subject-Inversion,orsi,366.0,1080.0,344.0,595.0
7,20,Object-Topicalized,tor,821.0,867.0,398.0,1550.0
7,10,Subject,sr,461.0,860.0,527.0,564.0
7,16,Subject,sr,775.0,1078.0,408.0,740.0
7,6,Object-Subject-Inversion,orsi,427.0,854.0,1134.0,634.0
8,18,Object-Subject-Inversion,orsi,619.0,878.0,211.0,140.0
8,20,Object-Topicalized,tor,179.0,600.0,1239.0,1355.0
8,19,Subject,sr,454.0,529.0,460.0,320.0
8,9,Object-Subject-Inversion,orsi,425.0,1023.0,410.0,1357.0
8,1,Subject,sr,552.0,437.0,390.0,744.0
8,3,Object-Subject-Inversion,orsi,250.0,864.0,250.0,685.0
8,8,Object-Topicalized,tor,157.0,549.0,7404.0,545.0
8,7,Subject,sr,707.0,999.0,5903.0,474.0
8,11,Object-Topicalized,tor,210.0,788.0,1885.0,219.0
8,6,Object-Subject-Inversion,orsi,449.0,789.0,210.0,3905.0
8,13,Subject,sr,504.0,1029.0,5825.0,554.0
8,17,Object-Topicalized,tor,189.0,868.0,3223.0,326.0
8,16,Subject,sr,525.0,1319.0,1310.0,344.0
8,4,Subject,sr,439.0,1273.0,4757.0,247.0
8,12,Object-Subject-Inversion,orsi,514.0,764.0,214.0,7011.0
8,15,Object-Subject-Inversion,orsi,250.0,909.0,1318.0,1637.0
8,10,Subject,sr,459.0,660.0,680.0,375.0
8,2,Object-Topicalized,tor,185.0,695.0,2734.0,185.0
8,14,Object-Topicalized,tor,1196.0,1795.0,6061.0,555.0
8,5,Object-Topicalized,tor,314.0,667.0,251.0,3720.0
9,15,Object-Subject-Inversion,orsi,419.0,814.0,481.0,833.0
9,7,Subject,sr,425.0,1050.0,576.0,573.0
9,6,Object-Subject-Inversion,orsi,439.0,1065.0,2139.0,644.0
9,19,Subject,sr,542.0,1178.0,1050.0,652.0
9,9,Object-Subject-Inversion,orsi,670.0,1194.0,1353.0,735.0
9,11,Object-Topicalized,tor,401.0,792.0,443.0,679.0
9,8,Object-Topicalized,tor,490.0,1034.0,1409.0,1120.0
9,2,Object-Topicalized,tor,450.0,803.0,472.0,2818.0
9,12,Object-Subject-Inversion,orsi,461.0,880.0,371.0,698.0
9,3,Object-Subject-Inversion,orsi,497.0,1610.0,1520.0,408.0
9,5,Object-Topicalized,tor,488.0,2581.0,3942.0,384.0
9,18,Object-Subject-Inversion,orsi,455.0,1025.0,2932.0,485.0
9,10,Subject,sr,404.0,990.0,499.0,676.0
9,14,Object-Topicalized,tor,514.0,953.0,735.0,978.0
9,16,Subject,sr,408.0,835.0,1690.0,560.0
9,13,Subject,sr,469.0,907.0,478.0,849.0
9,20,Object-Topicalized,tor,659.0,1042.0,681.0,803.0
9,1,Subject,sr,944.0,893.0,714.0,609.0
9,4,Subject,sr,411.0,932.0,582.0,611.0
9,17,Object-Topicalized,tor,473.0,1038.0,1143.0,437.0
10,16,Subject,sr,385.0,1140.0,2006.0,454.0
10,15,Object-Subject-Inversion,orsi,407.0,902.0,1826.0,1826.0
10,4,Subject,sr,320.0,868.0,2614.0,516.0
10,13,Subject,sr,414.0,793.0,2087.0,548.0
10,7,Subject,sr,359.0,873.0,1516.0,579.0
10,18,Object-Subject-Inversion,orsi,390.0,1297.0,1704.0,560.0
10,17,Object-Topicalized,tor,368.0,1178.0,4250.0,1376.0
10,11,Object-Topicalized,tor,375.0,1027.0,3311.0,855.0
10,6,Object-Subject-Inversion,orsi,340.0,809.0,3405.0,1189.0
10,3,Object-Subject-Inversion,orsi,320.0,804.0,2030.0,554.0
10,10,Subject,sr,316.0,1008.0,1354.0,414.0
10,12,Object-Subject-Inversion,orsi,380.0,1924.0,4762.0,516.0
10,14,Object-Topicalized,tor,384.0,863.0,3044.0,450.0
10,5,Object-Topicalized,tor,350.0,850.0,1590.0,414.0
10,2,Object-Topicalized,tor,333.0,840.0,5812.0,385.0
10,19,Subject,sr,326.0,810.0,3596.0,477.0
10,20,Object-Topicalized,tor,298.0,928.0,3275.0,1644.0
10,1,Subject,sr,300.0,1414.0,1478.0,420.0
10,9,Object-Subject-Inversion,orsi,320.0,925.0,3670.0,1914.0
10,8,Object-Topicalized,tor,350.0,1441.0,3875.0,497.0
11,2,Object-Topicalized,tor,548.0,851.0,884.0,2434.0
11,1,Subject,sr,428.0,1224.0,580.0,475.0
11,4,Subject,sr,539.0,999.0,634.0,496.0
11,10,Subject,sr,385.0,1074.0,1510.0,579.0
11,6,Object-Subject-Inversion,orsi,456.0,944.0,2266.0,478.0
11,17,Object-Topicalized,tor,671.0,1115.0,2489.0,415.0
11,5,Object-Topicalized,tor,414.0,1694.0,4107.0,578.0
11,18,Object-Subject-Inversion,orsi,447.0,1176.0,2923.0,486.0
11,14,Object-Topicalized,tor,375.0,707.0,2245.0,325.0
11,7,Subject,sr,442.0,1064.0,1293.0,420.0
11,19,Subject,sr,419.0,1004.0,513.0,3212.0
11,12,Object-Subject-Inversion,orsi,387.0,934.0,2293.0,1106.0
11,15,Object-Subject-Inversion,orsi,355.0,1554.0,3750.0,446.0
11,3,Object-Subject-Inversion,orsi,390.0,858.0,475.0,5159.0
11,9,Object-Subject-Inversion,orsi,439.0,1058.0,3185.0,1040.0
11,16,Subject,sr,319.0,829.0,3997.0,442.0
11,13,Subject,sr,310.0,602.0,312.0,825.0
11,20,Object-Topicalized,tor,310.0,608.0,346.0,2295.0
11,11,Object-Topicalized,tor,350.0,715.0,3694.0,420.0
11,8,Object-Topicalized,tor,419.0,853.0,2081.0,484.0
12,1,Subject,sr,292.0,716.0,297.0,317.0
12,7,Subject,sr,289.0,659.0,326.0,523.0
12,13,Subject,sr,319.0,664.0,810.0,431.0
12,6,Object-Subject-Inversion,orsi,355.0,578.0,286.0,950.0
12,10,Subject,sr,423.0,578.0,321.0,739.0
12,15,Object-Subject-Inversion,orsi,357.0,699.0,330.0,389.0
12,3,Object-Subject-Inversion,orsi,288.0,710.0,460.0,396.0
12,4,Subject,sr,329.0,616.0,284.0,320.0
12,14,Object-Topicalized,tor,496.0,630.0,320.0,606.0
12,16,Subject,sr,324.0,562.0,316.0,778.0
12,19,Subject,sr,284.0,545.0,299.0,328.0
12,20,Object-Topicalized,tor,384.0,589.0,332.0,1677.0
12,12,Object-Subject-Inversion,orsi,180.0,992.0,630.0,325.0
12,18,Object-Subject-Inversion,orsi,259.0,611.0,282.0,2204.0
12,9,Object-Subject-Inversion,orsi,243.0,517.0,261.0,373.0
12,2,Object-Topicalized,tor,651.0,560.0,293.0,301.0
12,8,Object-Topicalized,tor,250.0,683.0,355.0,490.0
12,17,Object-Topicalized,tor,360.0,580.0,355.0,388.0
12,11,Object-Topicalized,tor,261.0,557.0,297.0,298.0
12,5,Object-Topicalized,tor,291.0,644.0,365.0,1339.0
13,6,Object-Subject-Inversion,orsi,213.0,686.0,233.0,221.0
13,17,Object-Topicalized,tor,254.0,466.0,215.0,214.0
13,15,Object-Subject-Inversion,orsi,247.0,463.0,180.0,215.0
13,19,Subject,sr,221.0,432.0,221.0,216.0
13,7,Subject,sr,213.0,404.0,226.0,221.0
13,20,Object-Topicalized,tor,249.0,455.0,233.0,221.0
13,14,Object-Topicalized,tor,214.0,479.0,204.0,233.0
13,18,Object-Subject-Inversion,orsi,286.0,509.0,297.0,283.0
13,3,Object-Subject-Inversion,orsi,254.0,464.0,227.0,247.0
13,13,Subject,sr,247.0,500.0,214.0,222.0
13,10,Subject,sr,202.0,475.0,223.0,226.0
13,8,Object-Topicalized,tor,285.0,480.0,228.0,256.0
13,9,Object-Subject-Inversion,orsi,252.0,479.0,250.0,271.0
13,1,Subject,sr,255.0,507.0,257.0,593.0
13,16,Subject,sr,262.0,532.0,250.0,530.0
13,4,Subject,sr,250.0,552.0,287.0,284.0
13,2,Object-Topicalized,tor,220.0,466.0,284.0,284.0
13,11,Object-Topicalized,tor,229.0,431.0,210.0,599.0
13,12,Object-Subject-Inversion,orsi,562.0,508.0,268.0,250.0
13,5,Object-Topicalized,tor,253.0,568.0,259.0,227.0
14,8,Object-Topicalized,tor,423.0,824.0,493.0,580.0
14,15,Object-Subject-Inversion,orsi,396.0,814.0,564.0,473.0
14,14,Object-Topicalized,tor,403.0,754.0,461.0,721.0
14,19,Subject,sr,460.0,931.0,1301.0,524.0
14,13,Subject,sr,492.0,966.0,495.0,713.0
14,6,Object-Subject-Inversion,orsi,467.0,928.0,1125.0,641.0
14,10,Subject,sr,497.0,1204.0,566.0,649.0
14,1,Subject,sr,405.0,924.0,634.0,824.0
14,12,Object-Subject-Inversion,orsi,444.0,1945.0,785.0,635.0
14,4,Subject,sr,408.0,891.0,600.0,1405.0
14,3,Object-Subject-Inversion,orsi,460.0,945.0,1280.0,460.0
14,5,Object-Topicalized,tor,394.0,924.0,639.0,951.0
14,16,Subject,sr,399.0,1094.0,1541.0,434.0
14,18,Object-Subject-Inversion,orsi,461.0,963.0,424.0,1475.0
14,2,Object-Topicalized,tor,539.0,1649.0,575.0,1245.0
14,9,Object-Subject-Inversion,orsi,360.0,1384.0,1756.0,423.0
14,20,Object-Topicalized,tor,390.0,979.0,2063.0,668.0
14,7,Subject,sr,429.0,890.0,529.0,490.0
14,17,Object-Topicalized,tor,391.0,1026.0,1197.0,1234.0
14,11,Object-Topicalized,tor,355.0,956.0,919.0,530.0
15,14,Object-Topicalized,tor,420.0,1043.0,581.0,590.0
15,10,Subject,sr,449.0,880.0,634.0,561.0
15,1,Subject,sr,380.0,956.0,708.0,555.0
15,6,Object-Subject-Inversion,orsi,423.0,948.0,1051.0,512.0
15,8,Object-Topicalized,tor,385.0,849.0,579.0,609.0
15,15,Object-Subject-Inversion,orsi,415.0,969.0,619.0,916.0
15,12,Object-Subject-Inversion,orsi,406.0,972.0,489.0,1231.0
15,7,Subject,sr,350.0,802.0,630.0,446.0
15,18,Object-Subject-Inversion,orsi,375.0,835.0,1354.0,710.0
15,13,Subject,sr,424.0,1069.0,930.0,594.0
15,16,Subject,sr,319.0,989.0,484.0,725.0
15,19,Subject,sr,410.0,848.0,588.0,521.0
15,4,Subject,sr,379.0,924.0,662.0,587.0
15,2,Object-Topicalized,tor,419.0,754.0,388.0,570.0
15,11,Object-Topicalized,tor,419.0,1094.0,616.0,526.0
15,3,Object-Subject-Inversion,orsi,436.0,859.0,499.0,555.0
15,17,Object-Topicalized,tor,452.0,1080.0,834.0,437.0
15,5,Object-Topicalized,tor,584.0,896.0,595.0,572.0
15,9,Object-Subject-Inversion,orsi,420.0,857.0,611.0,537.0
15,20,Object-Topicalized,tor,373.0,869.0,459.0,485.0
16,6,Object-Subject-Inversion,orsi,419.0,1118.0,5548.0,740.0
16,8,Object-Topicalized,tor,804.0,4539.0,2092.0,377.0
16,15,Object-Subject-Inversion,orsi,455.0,1034.0,2226.0,368.0
16,17,Object-Topicalized,tor,706.0,1175.0,5397.0,624.0
16,7,Subject,sr,510.0,1928.0,3271.0,450.0
16,19,Subject,sr,875.0,4309.0,312.0,1237.0
16,20,Object-Topicalized,tor,419.0,1883.0,1591.0,420.0
16,12,Object-Subject-Inversion,orsi,526.0,1325.0,1479.0,331.0
16,14,Object-Topicalized,tor,360.0,4579.0,1715.0,552.0
16,1,Subject,sr,524.0,2535.0,790.0,3750.0
16,11,Object-Topicalized,tor,378.0,6034.0,450.0,5234.0
16,16,Subject,sr,560.0,2729.0,1300.0,585.0
16,4,Subject,sr,459.0,1093.0,1778.0,443.0
16,13,Subject,sr,370.0,1369.0,3634.0,2844.0
16,9,Object-Subject-Inversion,orsi,474.0,1244.0,625.0,1561.0
16,3,Object-Subject-Inversion,orsi,478.0,1091.0,5795.0,1620.0
16,18,Object-Subject-Inversion,orsi,724.0,905.0,2913.0,550.0
16,2,Object-Topicalized,tor,764.0,927.0,985.0,4528.0
16,10,Subject,sr,607.0,2664.0,4604.0,593.0
16,5,Object-Topicalized,tor,444.0,2202.0,1346.0,651.0
17,19,Subject,sr,435.0,728.0,451.0,449.0
17,1,Subject,sr,384.0,833.0,782.0,484.0
17,17,Object-Topicalized,tor,964.0,1089.0,3896.0,468.0
17,18,Object-Subject-Inversion,orsi,469.0,1774.0,2066.0,1589.0
17,15,Object-Subject-Inversion,orsi,459.0,1265.0,1640.0,1164.0
17,3,Object-Subject-Inversion,orsi,672.0,2163.0,414.0,454.0
17,4,Subject,sr,450.0,1199.0,6657.0,442.0
17,9,Object-Subject-Inversion,orsi,533.0,1064.0,1211.0,508.0
17,8,Object-Topicalized,tor,600.0,1190.0,2734.0,560.0
17,10,Subject,sr,344.0,898.0,771.0,1628.0
17,7,Subject,sr,683.0,759.0,1076.0,413.0
17,16,Subject,sr,358.0,1400.0,1745.0,387.0
17,6,Object-Subject-Inversion,orsi,391.0,3320.0,2299.0,319.0
17,13,Subject,sr,378.0,1044.0,970.0,379.0
17,20,Object-Topicalized,tor,429.0,1199.0,358.0,1820.0
17,12,Object-Subject-Inversion,orsi,529.0,848.0,1083.0,623.0
17,11,Object-Topicalized,tor,573.0,1280.0,1194.0,514.0
17,5,Object-Topicalized,tor,90.0,918.0,424.0,419.0
17,2,Object-Topicalized,tor,479.0,1271.0,3298.0,288.0
17,14,Object-Topicalized,tor,524.0,1429.0,349.0,549.0
18,16,Subject,sr,345.0,734.0,347.0,379.0
18,6,Object-Subject-Inversion,orsi,343.0,767.0,373.0,403.0
18,18,Object-Subject-Inversion,orsi,350.0,795.0,439.0,402.0
18,9,Object-Subject-Inversion,orsi,408.0,888.0,349.0,407.0
18,4,Subject,sr,350.0,723.0,420.0,379.0
18,11,Object-Topicalized,tor,92.0,897.0,414.0,454.0
18,3,Object-Subject-Inversion,orsi,385.0,806.0,467.0,385.0
18,2,Object-Topicalized,tor,350.0,795.0,414.0,424.0
18,19,Subject,sr,346.0,720.0,402.0,400.0
18,20,Object-Topicalized,tor,382.0,780.0,444.0,425.0
18,8,Object-Topicalized,tor,314.0,670.0,341.0,409.0
18,15,Object-Subject-Inversion,orsi,340.0,701.0,344.0,347.0
18,5,Object-Topicalized,tor,400.0,887.0,384.0,384.0
18,12,Object-Subject-Inversion,orsi,349.0,725.0,356.0,377.0
18,1,Subject,sr,343.0,723.0,425.0,425.0
18,17,Object-Topicalized,tor,316.0,751.0,334.0,375.0
18,14,Object-Topicalized,tor,360.0,794.0,390.0,408.0
18,7,Subject,sr,381.0,791.0,439.0,377.0
18,13,Subject,sr,324.0,759.0,381.0,383.0
18,10,Subject,sr,379.0,719.0,610.0,415.0
19,19,Subject,sr,554.0,1015.0,509.0,548.0
19,15,Object-Subject-Inversion,orsi,467.0,1040.0,519.0,500.0
19,2,Object-Topicalized,tor,483.0,980.0,528.0,535.0
19,13,Subject,sr,479.0,1269.0,555.0,470.0
19,18,Object-Subject-Inversion,orsi,480.0,1007.0,552.0,480.0
19,3,Object-Subject-Inversion,orsi,444.0,923.0,485.0,504.0
19,16,Subject,sr,485.0,944.0,485.0,495.0
19,8,Object-Topicalized,tor,420.0,917.0,490.0,559.0
19,17,Object-Topicalized,tor,480.0,966.0,519.0,1205.0
19,20,Object-Topicalized,tor,538.0,904.0,472.0,443.0
19,14,Object-Topicalized,tor,520.0,931.0,1544.0,503.0
19,1,Subject,sr,507.0,886.0,439.0,474.0
19,5,Object-Topicalized,tor,415.0,893.0,1210.0,427.0
19,11,Object-Topicalized,tor,415.0,816.0,417.0,458.0
19,10,Subject,sr,485.0,990.0,894.0,415.0
19,12,Object-Subject-Inversion,orsi,435.0,2114.0,634.0,1174.0
19,7,Subject,sr,409.0,1329.0,539.0,514.0
19,4,Subject,sr,420.0,928.0,1010.0,449.0
19,6,Object-Subject-Inversion,orsi,415.0,854.0,1460.0,449.0
19,9,Object-Subject-Inversion,orsi,464.0,805.0,496.0,1082.0
20,16,Subject,sr,399.0,1176.0,529.0,580.0
20,2,Object-Topicalized,tor,576.0,1725.0,561.0,539.0
20,8,Object-Topicalized,tor,582.0,1198.0,407.0,668.0
20,7,Subject,sr,498.0,1235.0,542.0,527.0
20,12,Object-Subject-Inversion,orsi,552.0,1037.0,564.0,572.0
20,6,Object-Subject-Inversion,orsi,408.0,1164.0,563.0,426.0
20,11,Object-Topicalized,tor,536.0,1139.0,560.0,633.0
20,10,Subject,sr,566.0,894.0,426.0,567.0
20,19,Subject,sr,669.0,1134.0,649.0,536.0
20,13,Subject,sr,413.0,1289.0,634.0,496.0
20,15,Object-Subject-Inversion,orsi,504.0,996.0,473.0,571.0
20,14,Object-Topicalized,tor,490.0,927.0,436.0,426.0
20,9,Object-Subject-Inversion,orsi,442.0,1351.0,1541.0,708.0
20,3,Object-Subject-Inversion,orsi,536.0,1768.0,784.0,740.0
20,18,Object-Subject-Inversion,orsi,800.0,714.0,367.0,638.0
20,4,Subject,sr,336.0,996.0,391.0,507.0
20,1,Subject,sr,389.0,1309.0,495.0,668.0
20,5,Object-Topicalized,tor,461.0,756.0,404.0,1266.0
20,20,Object-Topicalized,tor,1786.0,703.0,614.0,456.0
20,17,Object-Topicalized,tor,822.0,1139.0,528.0,430.0
21,13,Subject,sr,668.0,986.0,878.0,718.0
21,20,Object-Topicalized,tor,323.0,859.0,747.0,722.0
21,14,Object-Topicalized,tor,370.0,965.0,2289.0,577.0
21,5,Object-Topicalized,tor,427.0,1069.0,600.0,640.0
21,10,Subject,sr,414.0,793.0,426.0,495.0
21,17,Object-Topicalized,tor,426.0,819.0,704.0,647.0
21,8,Object-Topicalized,tor,395.0,1177.0,600.0,1043.0
21,2,Object-Topicalized,tor,390.0,786.0,438.0,647.0
21,11,Object-Topicalized,tor,350.0,1126.0,735.0,575.0
21,7,Subject,sr,427.0,779.0,606.0,1022.0
21,18,Object-Subject-Inversion,orsi,297.0,1026.0,472.0,2027.0
21,6,Object-Subject-Inversion,orsi,389.0,1024.0,674.0,775.0
21,3,Object-Subject-Inversion,orsi,361.0,1034.0,515.0,502.0
21,12,Object-Subject-Inversion,orsi,353.0,902.0,598.0,853.0
21,15,Object-Subject-Inversion,orsi,370.0,844.0,527.0,669.0
21,1,Subject,sr,362.0,711.0,490.0,430.0
21,16,Subject,sr,508.0,942.0,461.0,427.0
21,19,Subject,sr,2304.0,792.0,600.0,840.0
21,9,Object-Subject-Inversion,orsi,1195.0,1524.0,817.0,675.0
21,4,Subject,sr,355.0,785.0,427.0,635.0
22,4,Subject,sr,328.0,851.0,770.0,397.0
22,2,Object-Topicalized,tor,477.0,1038.0,2007.0,434.0
22,19,Subject,sr,359.0,859.0,579.0,746.0
22,5,Object-Topicalized,tor,549.0,1687.0,1457.0,335.0
22,13,Subject,sr,477.0,1704.0,715.0,655.0
22,3,Object-Subject-Inversion,orsi,355.0,748.0,430.0,341.0
22,12,Object-Subject-Inversion,orsi,349.0,815.0,449.0,574.0
22,14,Object-Topicalized,tor,365.0,810.0,308.0,1578.0
22,8,Object-Topicalized,tor,382.0,723.0,405.0,310.0
22,15,Object-Subject-Inversion,orsi,361.0,802.0,403.0,1961.0
22,17,Object-Topicalized,tor,280.0,909.0,474.0,406.0
